code	name	comarca_code	comarca_name	amb	vegueria_code	vegueria_name	province_code	province_name	male_population	female_population	total_population
430825	Masroig, el	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	280 	231 	511 
251312	Massalcoreig	33	Segrià		AT05	Ponent	25	Lleida	301 	263 	564 
171019	Massanes	34	Selva		AT02	Comarques Gironines	17	Girona	381 	341 	722 
251327	Massoteres	32	Segarra		AT05	Ponent	25	Lleida	105 	84 	189 
81206	Matadepera	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	4.461 	4.439 	8.900 
81213	Mataró	21	Maresme		AT01	Metropolità	8	Barcelona	62.045 	62.822 	124.867 
171045	Medinyà	20	Gironès		AT02	Comarques Gironines	17	Girona	..	..	..
81228	Mediona	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.147 	1.126 	2.273 
251348	Menàrguens	23	Noguera		AT05	Ponent	25	Lleida	471 	378 	849 
170998	Meranges	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	58 	42 	100 
171058	Mieres	19	Garrotxa		AT02	Comarques Gironines	17	Girona	169 	161 	330 
430831	Milà, el	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	88 	90 	178 
251351	Miralcamp	27	Pla d'Urgell		AT05	Ponent	25	Lleida	695 	695 	1.390 
430846	Miravet	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	402 	345 	747 
81385	Moià	42	Moianès		AT06	Comarques Centrals	8	Barcelona	2.942 	2.923 	5.865 
430859	Molar, el	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	156 	135 	291 
81234	Molins de Rei	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	12.255 	12.900 	25.155 
251370	Mollerussa	27	Pla d'Urgell		AT05	Ponent	25	Lleida	7.612 	7.288 	14.900 
171061	Mollet de Peralada	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	95 	85 	180 
81249	Mollet del Vallès	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	25.648 	26.002 	51.650 
171077	Molló	31	Ripollès		AT02	Comarques Gironines	17	Girona	160 	170 	330 
251364	Molsosa, la	35	Solsonès		AT06	Comarques Centrals	25	Lleida	56 	57 	113 
81287	Monistrol de Calders	42	Moianès		AT06	Comarques Centrals	8	Barcelona	361 	336 	697 
81271	Monistrol de Montserrat	7	Bages		AT06	Comarques Centrals	8	Barcelona	1.473 	1.428 	2.901 
171096	Montagut i Oix	19	Garrotxa		AT02	Comarques Gironines	17	Girona	498 	451 	949 
430862	Montblanc	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	3.684 	3.599 	7.283 
430884	Montbrió del Camp	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	1.382 	1.311 	2.693 
81252	Montcada i Reixac	40	Vallès Occidental	AM01	AT01	Metropolità	8	Barcelona	16.941 	17.436 	34.377 
81304	Montclar	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	60 	60 	120 
251399	Montellà i Martinet	15	Cerdanya		AT07	Alt Pirineu i Aran	25	Lleida	320 	266 	586 
81311	Montesquiu	24	Osona		AT06	Comarques Centrals	8	Barcelona	480 	463 	943 
251403	Montferrer i Castellbò	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	546 	464 	1.010 
430897	Montferri	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	207 	171 	378 
251386	Montgai	23	Noguera		AT05	Ponent	25	Lleida	347 	316 	663 
81265	Montgat	21	Maresme	AM01	AT01	Metropolità	8	Barcelona	5.721 	5.780 	11.501 
81326	Montmajor	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	238 	238 	476 
81332	Montmaneu	6	Anoia		AT08	Penedès	8	Barcelona	83 	73 	156 
430901	Montmell, el	12	Baix Penedès		AT08	Penedès	43	Tarragona	749 	624 	1.373 
81350	Montmeló	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	4.331 	4.504 	8.835 
251425	Montoliu de Lleida	33	Segrià		AT05	Ponent	25	Lleida	260 	254 	514 
251410	Montoliu de Segarra	32	Segarra		AT05	Ponent	25	Lleida	107 	87 	194 
251431	Montornès de Segarra	32	Segarra		AT05	Ponent	25	Lleida	50 	51 	101 
81363	Montornès del Vallès	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	8.210 	7.962 	16.172 
430918	Mont-ral	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	98 	78 	176 
171100	Mont-ras	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	859 	851 	1.710 
430923	Mont-roig del Camp	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	6.202 	5.675 	11.877 
81379	Montseny	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	166 	153 	319 
430939	Móra d'Ebre	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	2.699 	2.778 	5.477 
430944	Móra la Nova	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	1.600 	1.585 	3.185 
430957	Morell, el	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	1.808 	1.716 	3.524 
430960	Morera de Montsant, la	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	86 	61 	147 
81290	Muntanyola	24	Osona		AT06	Comarques Centrals	8	Barcelona	313 	293 	606 
81398	Mura	7	Bages		AT06	Comarques Centrals	8	Barcelona	109 	94 	203 
251459	Nalec	38	Urgell		AT05	Ponent	25	Lleida	49 	46 	95 
250254	Naut Aran	39	Aran		AT07	Alt Pirineu i Aran	25	Lleida	890 	870 	1.760 
81402	Navarcles	7	Bages		AT06	Comarques Centrals	8	Barcelona	2.936 	3.076 	6.012 
81419	Navàs	7	Bages		AT06	Comarques Centrals	8	Barcelona	3.049 	3.054 	6.103 
171117	Navata	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	652 	671 	1.323 
251462	Navès	35	Solsonès		AT06	Comarques Centrals	25	Lleida	136 	145 	281 
81424	Nou de Berguedà, la	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	74 	79 	153 
430976	Nou de Gaià, la	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	264 	273 	537 
430982	Nulles	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	233 	215 	448 
251484	Odèn	35	Solsonès		AT06	Comarques Centrals	25	Lleida	145 	108 	253 
81430	Òdena	6	Anoia		AT08	Penedès	8	Barcelona	1.848 	1.775 	3.623 
171122	Ogassa	31	Ripollès		AT02	Comarques Gironines	17	Girona	136 	96 	232 
81458	Olèrdola	3	Alt Penedès		AT08	Penedès	8	Barcelona	1.823 	1.695 	3.518 
81461	Olesa de Bonesvalls	3	Alt Penedès		AT08	Penedès	8	Barcelona	881 	834 	1.715 
81477	Olesa de Montserrat	11	Baix Llobregat		AT01	Metropolità	8	Barcelona	11.791 	11.745 	23.536 
251497	Oliana	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	923 	919 	1.842 
251500	Oliola	23	Noguera		AT05	Ponent	25	Lleida	128 	105 	233 
251517	Olius	35	Solsonès		AT06	Comarques Centrals	25	Lleida	475 	435 	910 
81483	Olivella	17	Garraf		AT08	Penedès	8	Barcelona	1.895 	1.674 	3.569 
81496	Olost	24	Osona		AT06	Comarques Centrals	8	Barcelona	596 	586 	1.182 
171143	Olot	19	Garrotxa		AT02	Comarques Gironines	17	Girona	16.845 	17.099 	33.944 
251522	Oluges, les	32	Segarra		AT05	Ponent	25	Lleida	85 	76 	161 
81445	Olvan	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	423 	433 	856 
251538	Omellons, els	18	Garrigues		AT05	Ponent	25	Lleida	118 	108 	226 
251543	Omells de na Gaia, els	38	Urgell		AT05	Ponent	25	Lleida	73 	63 	136 
171156	Ordis	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	208 	181 	389 
251556	Organyà	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	418 	427 	845 
81509	Orís	24	Osona		AT06	Comarques Centrals	8	Barcelona	154 	154 	308 
81516	Oristà	24	Osona		AT06	Comarques Centrals	8	Barcelona	275 	284 	559 
81521	Orpí	6	Anoia		AT08	Penedès	8	Barcelona	76 	63 	139 
81537	Òrrius	21	Maresme		AT01	Metropolità	8	Barcelona	356 	332 	688 
251569	Os de Balaguer	23	Noguera		AT05	Ponent	25	Lleida	501 	494 	995 
171169	Osor	34	Selva		AT02	Comarques Gironines	17	Girona	217 	204 	421 
251575	Ossó de Sió	38	Urgell		AT05	Ponent	25	Lleida	109 	104 	213 
81542	Pacs del Penedès	3	Alt Penedès		AT08	Penedès	8	Barcelona	451 	442 	893 
81555	Palafolls	21	Maresme		AT01	Metropolità	8	Barcelona	4.550 	4.582 	9.132 
171175	Palafrugell	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	11.313 	11.420 	22.733 
171181	Palamós	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	8.751 	9.160 	17.911 
251581	Palau d'Anglesola, el	27	Pla d'Urgell		AT05	Ponent	25	Lleida	1.051 	1.085 	2.136 
171194	Palau de Santa Eulàlia	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	54 	34 	88 
171215	Palau-sator	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	157 	141 	298 
171208	Palau-saverdera	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	742 	743 	1.485 
81568	Palau-solità i Plegamans	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	7.087 	7.370 	14.457 
431009	Pallaresos, els	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	2.298 	2.249 	4.547 
81574	Pallejà	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	5.634 	5.664 	11.298 
89058	Palma de Cervelló, la	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	178 	198 	376 
430995	Palma d'Ebre, la	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	1.492 	1.474 	2.966 
171236	Palol de Revardit	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	240 	226 	466 
171241	Pals	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	1.265 	1.236 	2.501 
81580	Papiol, el	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	2.033 	2.038 	4.071 
171254	Pardines	31	Ripollès		AT02	Comarques Gironines	17	Girona	87 	68 	155 
81593	Parets del Vallès	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	9.495 	9.406 	18.901 
171267	Parlavà	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	208 	190 	398 
431016	Passanant i Belltall	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	100 	73 	173 
171289	Pau	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	276 	281 	557 
431021	Paüls	9	Baix Ebre		AT04	Terres de l'Ebre	43	Tarragona	285 	297 	582 
171292	Pedret i Marzà	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	106 	87 	193 
251641	Penelles	23	Noguera		AT05	Ponent	25	Lleida	277 	205 	482 
171306	Pera, la	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	210 	231 	441 
81607	Perafita	24	Osona		AT06	Comarques Centrals	8	Barcelona	212 	207 	419 
431037	Perafort	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	697 	623 	1.320 
171328	Peralada	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	920 	921 	1.841 
251654	Peramola	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	175 	168 	343 
431042	Perelló, el	9	Baix Ebre		AT04	Terres de l'Ebre	43	Tarragona	1.500 	1.425 	2.925 
81614	Piera	6	Anoia		AT08	Penedès	8	Barcelona	7.621 	7.370 	14.991 
431055	Piles, les	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	112 	97 	209 
81635	Pineda de Mar	21	Maresme		AT01	Metropolità	8	Barcelona	12.986 	12.982 	25.968 
431068	Pinell de Brai, el	37	Terra Alta		AT04	Terres de l'Ebre	43	Tarragona	533 	520 	1.053 
251667	Pinell de Solsonès	35	Solsonès		AT06	Comarques Centrals	25	Lleida	119 	88 	207 
251673	Pinós	35	Solsonès		AT06	Comarques Centrals	25	Lleida	167 	138 	305 
431074	Pira	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	262 	232 	494 
431080	Pla de Santa Maria, el	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	1.212 	1.121 	2.333 
81640	Pla del Penedès, el	3	Alt Penedès		AT08	Penedès	8	Barcelona	614 	616 	1.230 
171334	Planes d'Hostoles, les	19	Garrotxa		AT02	Comarques Gironines	17	Girona	848 	826 	1.674 
171349	Planoles	31	Ripollès		AT02	Comarques Gironines	17	Girona	161 	137 	298 
259118	Plans de Sió, els	32	Segarra		AT05	Ponent	25	Lleida	281 	247 	528 
251689	Poal, el	27	Pla d'Urgell		AT05	Ponent	25	Lleida	348 	320 	668 
251692	Pobla de Cérvoles, la	18	Garrigues		AT05	Ponent	25	Lleida	124 	98 	222 
81653	Pobla de Claramunt, la	6	Anoia		AT08	Penedès	8	Barcelona	1.089 	1.061 	2.150 
81666	Pobla de Lillet, la	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	561 	578 	1.139 
431093	Pobla de Mafumet, la	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	1.897 	1.778 	3.675 
431107	Pobla de Massaluca, la	37	Terra Alta		AT04	Terres de l'Ebre	43	Tarragona	182 	159 	341 
431114	Pobla de Montornès, la	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	1.518 	1.343 	2.861 
251713	Pobla de Segur, la	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	1.499 	1.517 	3.016 
431129	Poboleda	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	196 	167 	363 
81672	Polinyà	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	4.180 	4.046 	8.226 
431135	Pont d'Armentera, el	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	277 	268 	545 
250306	Pont de Bar, el	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	88 	71 	159 
171352	Pont de Molins	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	251 	261 	512 
251734	Pont de Suert, el	5	Alta Ribagorça		AT07	Alt Pirineu i Aran	25	Lleida	1.167 	1.147 	2.314 
81825	Pont de Vilomara i Rocafort, el	7	Bages		AT06	Comarques Centrals	8	Barcelona	1.901 	1.814 	3.715 
431418	Pontils	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	69 	52 	121 
81688	Pontons	3	Alt Penedès		AT08	Penedès	8	Barcelona	273 	210 	483 
171365	Pontós	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	131 	100 	231 
251728	Ponts	23	Noguera		AT05	Ponent	25	Lleida	1.305 	1.327 	2.632 
171371	Porqueres	28	Pla de l'Estany		AT02	Comarques Gironines	17	Girona	2.253 	2.268 	4.521 
431140	Porrera	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	243 	205 	448 
171404	Port de la Selva, el	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	533 	469 	1.002 
171387	Portbou	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	579 	588 	1.167 
251749	Portella, la	33	Segrià		AT05	Ponent	25	Lleida	398 	333 	731 
431153	Pradell de la Teixeta	29	Priorat		AT03	Camp de Tarragona	43	Tarragona	82 	101 	183 
431166	Prades	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	319 	304 	623 
431172	Prat de Comte	37	Terra Alta		AT04	Terres de l'Ebre	43	Tarragona	89 	76 	165 
81691	Prat de Llobregat, el	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	30.931 	32.083 	63.014 
431188	Pratdip	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	368 	329 	697 
81712	Prats de Lluçanès	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.294 	1.286 	2.580 
81705	Prats de Rei, els	6	Anoia		AT06	Comarques Centrals	8	Barcelona	280 	256 	536 
251752	Prats i Sansor	15	Cerdanya		AT07	Alt Pirineu i Aran	25	Lleida	131 	120 	251 
251765	Preixana	38	Urgell		AT05	Ponent	25	Lleida	204 	203 	407 
251771	Preixens	23	Noguera		AT05	Ponent	25	Lleida	234 	224 	458 
82303	Premià de Dalt	21	Maresme		AT01	Metropolità	8	Barcelona	5.231 	5.161 	10.392 
81727	Premià de Mar	21	Maresme		AT01	Metropolità	8	Barcelona	13.667 	14.277 	27.944 
171390	Preses, les	19	Garrotxa		AT02	Comarques Gironines	17	Girona	873 	891 	1.764 
251790	Prullans	15	Cerdanya		AT07	Alt Pirineu i Aran	25	Lleida	105 	101 	206 
171411	Puigcerdà	15	Cerdanya		AT07	Alt Pirineu i Aran	17	Girona	4.412 	4.413 	8.825 
81748	Puigdàlber	3	Alt Penedès		AT08	Penedès	8	Barcelona	266 	273 	539 
251804	Puiggròs	18	Garrigues		AT05	Ponent	25	Lleida	153 	142 	295 
431191	Puigpelat	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	577 	542 	1.119 
81751	Puig-reig	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	2.022 	2.145 	4.167 
251811	Puigverd d'Agramunt	38	Urgell		AT05	Ponent	25	Lleida	140 	104 	244 
251826	Puigverd de Lleida	33	Segrià		AT05	Ponent	25	Lleida	725 	680 	1.405 
81764	Pujalt	6	Anoia		AT06	Comarques Centrals	8	Barcelona	109 	89 	198 
81770	Quar, la	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	28 	24 	52 
171426	Quart	20	Gironès		AT02	Comarques Gironines	17	Girona	1.734 	1.714 	3.448 
170433	Queralbs	31	Ripollès		AT02	Comarques Gironines	17	Girona	100 	73 	173 
431205	Querol	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	312 	251 	563 
171432	Rabós	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	90 	92 	182 
81786	Rajadell	7	Bages		AT06	Comarques Centrals	8	Barcelona	268 	256 	524 
431212	Rasquera	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	430 	434 	864 
171447	Regencós	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	148 	137 	285 
81799	Rellinars	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	388 	360 	748 
431227	Renau	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	79 	72 	151 
431233	Reus	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	50.011 	53.183 	103.194 
251832	Rialp	26	Pallars Sobirà		AT07	Alt Pirineu i Aran	25	Lleida	340 	315 	655 
431248	Riba, la	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	325 	280 	605 
431251	Riba-roja d'Ebre	30	Ribera d'Ebre		AT04	Terres de l'Ebre	43	Tarragona	618 	554 	1.172 
259059	Ribera d'Ondara	32	Segarra		AT05	Ponent	25	Lleida	225 	204 	429 
251850	Ribera d'Urgellet	4	Alt Urgell		AT07	Alt Pirineu i Aran	25	Lleida	514 	464 	978 
171450	Ribes de Freser	31	Ripollès		AT02	Comarques Gironines	17	Girona	896 	922 	1.818 
171463	Riells i Viabrea	34	Selva		AT02	Comarques Gironines	17	Girona	2.042 	1.903 	3.945 
431264	Riera de Gaià, la	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	841 	838 	1.679 
251863	Riner	35	Solsonès		AT06	Comarques Centrals	25	Lleida	131 	136 	267 
171479	Ripoll	31	Ripollès		AT02	Comarques Gironines	17	Girona	5.217 	5.415 	10.632 
81803	Ripollet	40	Vallès Occidental	AM01	AT01	Metropolità	8	Barcelona	18.544 	18.901 	37.445 
259139	Riu de Cerdanya	15	Cerdanya		AT07	Alt Pirineu i Aran	25	Lleida	60 	44 	104 
171485	Riudarenes	34	Selva		AT02	Comarques Gironines	17	Girona	1.091 	1.029 	2.120 
171498	Riudaura	19	Garrotxa		AT02	Comarques Gironines	17	Girona	225 	236 	461 
431270	Riudecanyes	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	600 	551 	1.151 
431286	Riudecols	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	636 	580 	1.216 
171501	Riudellots de la Selva	34	Selva		AT02	Comarques Gironines	17	Girona	1.030 	992 	2.022 
431299	Riudoms	8	Baix Camp		AT03	Camp de Tarragona	43	Tarragona	3.409 	3.224 	6.633 
171518	Riumors	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	122 	123 	245 
81810	Roca del Vallès, la	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	5.278 	5.226 	10.504 
431303	Rocafort de Queralt	16	Conca de Barberà		AT03	Camp de Tarragona	43	Tarragona	133 	118 	251 
431310	Roda de Berà	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	3.288 	3.064 	6.352 
81831	Roda de Ter	24	Osona		AT06	Comarques Centrals	8	Barcelona	3.006 	3.116 	6.122 
431325	Rodonyà	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	258 	243 	501 
431331	Roquetes	9	Baix Ebre		AT04	Terres de l'Ebre	43	Tarragona	4.246 	3.988 	8.234 
171523	Roses	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	9.806 	9.769 	19.575 
251898	Rosselló	33	Segrià		AT05	Ponent	25	Lleida	1.538 	1.505 	3.043 
431346	Rourell, el	1	Alt Camp		AT03	Camp de Tarragona	43	Tarragona	207 	197 	404 
81846	Rubí	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	36.985 	37.551 	74.536 
81859	Rubió	6	Anoia		AT08	Penedès	8	Barcelona	125 	104 	229 
171539	Rupià	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	125 	123 	248 
89019	Rupit i Pruit	24	Osona		AT06	Comarques Centrals	8	Barcelona	145 	136 	281 
81878	Sabadell	40	Vallès Occidental		AT01	Metropolità	8	Barcelona	101.118 	106.696 	207.814 
81884	Sagàs	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	85 	72 	157 
251902	Salàs de Pallars	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	193 	166 	359 
81901	Saldes	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	162 	126 	288 
171544	Sales de Llierca	19	Garrotxa		AT02	Comarques Gironines	17	Girona	68 	71 	139 
81918	Sallent	7	Bages		AT06	Comarques Centrals	8	Barcelona	3.215 	3.454 	6.669 
431359	Salomó	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	275 	264 	539 
439057	Salou	36	Tarragonès		AT03	Camp de Tarragona	43	Tarragona	13.863 	12.596 	26.459 
171557	Salt	20	Gironès		AT02	Comarques Gironines	17	Girona	15.461 	13.881 	29.342 
251919	Sanaüja	32	Segarra		AT05	Ponent	25	Lleida	219 	208 	427 
81944	Sant Adrià de Besòs	13	Barcelonès	AM01	AT01	Metropolità	8	Barcelona	17.638 	18.176 	35.814 
81957	Sant Agustí de Lluçanès	24	Osona		AT06	Comarques Centrals	8	Barcelona	45 	45 	90 
81960	Sant Andreu de la Barca	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	13.717 	13.623 	27.340 
81976	Sant Andreu de Llavaneres	21	Maresme		AT01	Metropolità	8	Barcelona	5.166 	5.327 	10.493 
171576	Sant Andreu Salou	20	Gironès		AT02	Comarques Gironines	17	Girona	79 	70 	149 
171833	Sant Aniol de Finestres	19	Garrotxa		AT02	Comarques Gironines	17	Girona	196 	177 	373 
81982	Sant Antoni de Vilamajor	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	2.896 	2.893 	5.789 
81995	Sant Bartomeu del Grau	24	Osona		AT06	Comarques Centrals	8	Barcelona	447 	416 	863 
82009	Sant Boi de Llobregat	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	40.327 	41.868 	82.195 
82016	Sant Boi de Lluçanès	24	Osona		AT06	Comarques Centrals	8	Barcelona	264 	280 	544 
431362	Sant Carles de la Ràpita	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	7.259 	7.501 	14.760 
82037	Sant Cebrià de Vallalta	21	Maresme		AT01	Metropolità	8	Barcelona	1.734 	1.592 	3.326 
82021	Sant Celoni	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	8.582 	8.735 	17.317 
82042	Sant Climent de Llobregat	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	2.011 	2.002 	4.013 
171582	Sant Climent Sescebes	2	Alt Empordà		AT02	Comarques Gironines	17	Girona	346 	255 	601 
82055	Sant Cugat del Vallès	40	Vallès Occidental	AM01	AT01	Metropolità	8	Barcelona	42.743 	45.087 	87.830 
82068	Sant Cugat Sesgarrigues	3	Alt Penedès		AT08	Penedès	8	Barcelona	482 	496 	978 
251961	Sant Esteve de la Sarga	25	Pallars Jussà		AT07	Alt Pirineu i Aran	25	Lleida	89 	55 	144 
82074	Sant Esteve de Palautordera	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	1.272 	1.296 	2.568 
82080	Sant Esteve Sesrovires	11	Baix Llobregat		AT01	Metropolità	8	Barcelona	3.805 	3.808 	7.613 
171595	Sant Feliu de Buixalleu	34	Selva		AT02	Comarques Gironines	17	Girona	411 	376 	787 
82107	Sant Feliu de Codines	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	2.977 	2.931 	5.908 
171609	Sant Feliu de Guíxols	10	Baix Empordà		AT02	Comarques Gironines	17	Girona	10.668 	10.918 	21.586 
82114	Sant Feliu de Llobregat	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	21.259 	22.541 	43.800 
171616	Sant Feliu de Pallerols	19	Garrotxa		AT02	Comarques Gironines	17	Girona	654 	678 	1.332 
82129	Sant Feliu Sasserra	7	Bages		AT06	Comarques Centrals	8	Barcelona	330 	298 	628 
171621	Sant Ferriol	19	Garrotxa		AT02	Comarques Gironines	17	Girona	135 	104 	239 
82093	Sant Fost de Campsentelles	41	Vallès Oriental		AT01	Metropolità	8	Barcelona	4.298 	4.305 	8.603 
82135	Sant Fruitós de Bages	7	Bages		AT06	Comarques Centrals	8	Barcelona	4.165 	4.186 	8.351 
171637	Sant Gregori	20	Gironès		AT02	Comarques Gironines	17	Girona	1.762 	1.736 	3.498 
251924	Sant Guim de Freixenet	32	Segarra		AT05	Ponent	25	Lleida	557 	521 	1.078 
251977	Sant Guim de la Plana	32	Segarra		AT05	Ponent	25	Lleida	94 	80 	174 
171642	Sant Hilari Sacalm	34	Selva		AT02	Comarques Gironines	17	Girona	2.843 	2.765 	5.608 
82153	Sant Hipòlit de Voltregà	24	Osona		AT06	Comarques Centrals	8	Barcelona	1.697 	1.732 	3.429 
81939	Sant Iscle de Vallalta	21	Maresme		AT01	Metropolità	8	Barcelona	672 	636 	1.308 
82166	Sant Jaume de Frontanyà	14	Berguedà		AT06	Comarques Centrals	8	Barcelona	1.801 	1.737 	3.538 
171655	Sant Jaume de Llierca	19	Garrotxa		AT02	Comarques Gironines	17	Girona	16 	10 	26 
431378	Sant Jaume dels Domenys	12	Baix Penedès		AT08	Penedès	43	Tarragona	412 	429 	841 
439023	Sant Jaume d'Enveja	22	Montsià		AT04	Terres de l'Ebre	43	Tarragona	1.299 	1.222 	2.521 
171674	Sant Joan de les Abadesses	31	Ripollès		AT02	Comarques Gironines	17	Girona	1.676 	1.707 	3.383 
171680	Sant Joan de Mollet	20	Gironès		AT02	Comarques Gironines	17	Girona	240 	257 	497 
82188	Sant Joan de Vilatorrada	7	Bages		AT06	Comarques Centrals	8	Barcelona	5.383 	5.385 	10.768 
82172	Sant Joan Despí	11	Baix Llobregat	AM01	AT01	Metropolità	8	Barcelona	16.264 	17.000 	33.264 
